,index,modelo,precio,combustible,CV,km,lugar,año,link
2022,242,                 Toyota Yaris  125 S-Edition             ,15.400 €, Gasolina, 125 cv,                 13.294 km             ,                  Cadiz             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-yaris-125-s-edition-en-cadiz.htm?id=6664382
2023,243,                 Peugeot 308  1.2 PureTech S&S             ,14.200 €, Gasolina, 130 cv,                 81.460 km             ,                  Alicante             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-12-puretech-s_s-style-130-en-alicante.htm?id=6660588
2024,244,                 Opel Crossland  1.2 S&S GS Line 110             ,19.400 €, Gasolina, 110 cv,                 10 km             ,                  Valencia             ,                  2022             ,https://www.coches.com/km0/seminuevo-opel-crossland-12-s_s-gs-line-110-en-valencia.htm?id=6659720
2025,245,                 Fiat 500X  1.3Mjt S&S Urban 4x2             ,16.390 €, Diesel, 95 cv,                 54.597 km             ,                  Castellon             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500x-13mjt-s_s-urban-4x2-en-castellon.htm?id=6658260
2026,246,                 Seat León  1.0 TSI S&S Style 110             ,22.300 €, Gasolina, 110 cv,                 13.000 km             ,                  Murcia             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-10-tsi-s_s-style-110-en-murcia.htm?id=6657482
2027,247,                 Renault Mégane  1.5dCi Blue Zen             ,18.900 €, Diesel, 115 cv,                 27.599 km             ,                  Murcia             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-megane-15dci-blue-zen-85kw-en-murcia.htm?id=6656396
2028,248,                 Seat León  1.5 TSI S&S FR 150             ,22.990 €, Gasolina, 150 cv,                 19.587 km             ,                  Madrid             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-15-tsi-s_s-fr-150-en-madrid.htm?id=6656238
2029,249,                 Honda CR-V  2.0 i-MMD Lifestyle             ,29.950 €, Híbrido, 184 cv,                 31.000 km             ,                  Murcia             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-honda-cr-v-20-i-mmd-lifestyle-4x4-en-murcia.htm?id=6656078
2030,250,                 Mg ZS  1.0 T-GDI Luxury             ,19.500 €, Gasolina, 111 cv,                 0 km             ,                  Valladolid             ,                  2022             ,https://www.coches.com/km0/seminuevo-mg-zs-10-t-gdi-luxury-82kw-en-valladolid.htm?id=6655036
2031,251,                 Seat León  1.5 TSI S&S FR 150             ,22.990 €, Gasolina, 150 cv,                 19.815 km             ,                  Madrid             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-15-tsi-s_s-fr-150-en-madrid.htm?id=6654544
2032,252,                 Seat León  1.5 EcoTSI S&S Style             ,15.990 €, Gasolina, 130 cv,                 30.584 km             ,                  Madrid             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-15-ecotsi-s_s-style-130-en-madrid.htm?id=6654522
2033,253,                 Opel Crossland  1.2 S&S GS Line 110             ,19.400 €, Gasolina, 110 cv,                 10 km             ,                  Valencia             ,                  2022             ,https://www.coches.com/km0/seminuevo-opel-crossland-12-s_s-gs-line-110-en-valencia.htm?id=6654030
2034,254,                 Mercedes Clase A 250e 8G-DCT             ,43.195 €, Híbrido, 218 cv,                 0 km             ,                  Madrid             ,                  2022             ,https://www.coches.com/km0/seminuevo-mercedes-clase+a-a-250e-8g-dct-en-madrid.htm?id=6653650
2035,255,                 Mitsubishi Space  120 MPI Kaiteki             ,12.300 €, Gasolina, 71 cv,                 6 km             ,                  Madrid             ,                  2022             ,https://www.coches.com/km0/seminuevo-mitsubishi-space+star-120-mpi-kaiteki-en-madrid.htm?id=6653556
2036,256,                 Toyota Auris  hybrid 140H Feel!             ,17.300 €, Híbrido, 136 cv,                 61.903 km             ,                  Valencia             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-auris-hybrid-140h-feel-edition-en-valencia.htm?id=6652736
2037,257,                 Toyota Hilux  2.5D-4D Cabina             ,20.995 €, Diesel, 144 cv,                 89.900 km             ,"                  Palmas, Las             ",                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-hilux-25d-4d-cabina-doble-gx-4x4-en-palmas+las.htm?id=6651658
2038,258,                 Kia Niro  1.6 HEV Emotion             ,24.600 €, Híbrido, 141 cv,                 0 km             ,                  Valladolid             ,                  2022             ,https://www.coches.com/km0/seminuevo-kia-niro-16-hev-emotion-en-valladolid.htm?id=6649422
2039,259,                 Peugeot 3008  1.2 PureTech S&S             ,26.300 €, Gasolina, 130 cv,                 0 km             ,                  Valladolid             ,                  2022             ,https://www.coches.com/km0/seminuevo-peugeot-3008-12-puretech-s_s-allure-130-en-valladolid.htm?id=6647286
2040,260,                 Seat León  1.6TDI CR S&S             ,14.990 €, Diesel, 110 cv,                 120.000 km             ,                  Guipuzcoa             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon+x-perience-16tdi-cr-s_s-4drive-en-guipuzcoa.htm?id=6647230
2041,261,                 Nissan Navara  2.3dCi Doble Cabina             ,25.900 €, Diesel, 161 cv,                 51.500 km             ,"                  Coruña, A             ",                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-navara-23dci-doble-cabina-tekna-en-coruna+a.htm?id=6644470
2042,262,                 Ford Transit  Kombi Tr. Trasera             ,24.000 €, Diesel, 125 cv,                 194.689 km             ,"                  Coruña, A             ",                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-transit-kombi-tr-trasera-trend-125-en-coruna+a.htm?id=6643764
2043,263,                 Hyundai Tucson  1.6 TGDI 48V Maxx             ,32.900 €, Gasolina, 150 cv,                 38 km             ,                  Alicante             ,                  2021             ,https://www.coches.com/km0/seminuevo-hyundai-tucson-16-tgdi-48v-maxx-4x2-en-alicante.htm?id=6640684
2044,264,                 Mercedes Clase B 180CDI BE 01R 952             ,14.990 €, Diesel, 109 cv,                 89.999 km             ,                  Vizcaya             ,                  2012             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+b-b-180cdi-be-01r-952-475-en-vizcaya.htm?id=6640236
2045,265,                 Kia Ceed  1.0 T-GDI             ,17.500 €, Gasolina, 120 cv,                 7.000 km             ,                  Tarragona             ,                  2021             ,https://www.coches.com/km0/seminuevo-kia-ceed-10-t-gdi-eco-dynamics-drive-120-en-tarragona.htm?id=6638438
2046,266,                 Volkswagen Golf  1.6TDI CR BMT             ,13.500 €, Diesel, 110 cv,                 105.300 km             ,                  Sevilla             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-16tdi-cr-bmt-edition-110-en-sevilla.htm?id=6635850
2047,267,                 Honda HR-V  1.5 i-VTEC Elegance             ,20.500 €, Gasolina, 130 cv,                 29.300 km             ,                  Granada             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-honda-hr-v-15-i-vtec-elegance-en-granada.htm?id=6631168
2048,268,                 Ford Kuga  2.0 EcoBlue MEHV             ,32.150 €, Diesel, 150 cv,                 10.351 km             ,                  Valencia             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-kuga-20-ecoblue-mehv-st-line-x-fwd-150-en-valencia.htm?id=6630580
2049,269,                 Ford S-Max  2.0TDCi Trend 150             ,23.900 €, Diesel, 150 cv,                 63.730 km             ,                  Cordoba             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-s-max-20tdci-trend-150-en-cordoba.htm?id=6629786
2050,270,                 Ford Kuga  1.5 EcoBoost             ,20.900 €, Gasolina, 120 cv,                 55.590 km             ,                  Cordoba             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-kuga-15-ecoboost-titanium-fwd-120-en-cordoba.htm?id=6629772
2051,271,                 Hyundai Kona  HEV 1.6 GDI DT SLE             ,22.000 €, Híbrido, 141 cv,                 24.000 km             ,                  Sevilla             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-kona-hev-16-gdi-dt-sle-en-sevilla.htm?id=6628042
2052,272,                 Peugeot 208  1.2 PureTech S&S             ,12.490 €, Gasolina, 110 cv,                 53.495 km             ,                  Valencia             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-208-12-puretech-s_s-allure-110-en-valencia.htm?id=6623580
2053,273,                 Bmw Serie 3 320dA             ,40.900 €, Diesel, 190 cv,                 68.254 km             ,                  Murcia             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-320da-en-murcia.htm?id=6619700
2054,274,                 Hyundai Kona  HEV 1.6 GDI DT             ,20.900 €, Híbrido, 141 cv,                 15.400 km             ,                  Madrid             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-kona-hev-16-gdi-dt-maxx-en-madrid.htm?id=6616460
2055,275,                 Ford Focus  1.0 Ecoboost MHEV             ,23.850 €, Gasolina, 155 cv,                 5.000 km             ,                  Valencia             ,                  2021             ,https://www.coches.com/km0/seminuevo-ford-focus-10-ecoboost-mhev-st-line-x-155-en-valencia.htm?id=6616274
2056,276,                 Seat Ibiza  1.0 TSI S&S Style 110             ,14.990 €, Gasolina, 110 cv,                 17.000 km             ,                  Madrid             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-10-tsi-s_s-style-110-en-madrid.htm?id=6616200
2057,277,                 Opel Insignia  1.6CDTI S&S             ,11.700 €, Diesel, 120 cv,                 167.500 km             ,                  Huelva             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-insignia-16cdti-s_s-business-120-en-huelva.htm?id=6610822
2058,278,                 Peugeot 308  SW 1.2 PureTech             ,15.990 €, Gasolina, 130 cv,                 48.874 km             ,                  Cordoba             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-sw-12-puretech-s_s-gt-130-en-cordoba.htm?id=6605573
2059,279,                 Kia Rio  1.0 T-GDi MHEV iMT             ,13.490 €, Gasolina, 100 cv,                 9.839 km             ,                  Valencia             ,                  2021             ,https://www.coches.com/km0/seminuevo-kia-rio-10-t-gdi-mhev-imt-concept-100-en-valencia.htm?id=6603711
2060,280,                 Ford Fiesta  1.1 Ti-VCT Trend             ,14.900 €, Gasolina, 75 cv,                 10.957 km             ,                  Sevilla             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-fiesta-11-ti-vct-trend-en-sevilla.htm?id=6602079
2061,281,                 Seat Ibiza  1.0 S&S Full Connect             ,9.400 €, Gasolina, 75 cv,                 64.188 km             ,                  Sevilla             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-10-s_s-full-connect-75-en-sevilla.htm?id=6595063
2062,282,                 Fiat 500  1.2 Lounge             ,14.950 €, Gasolina, 69 cv,                 21.910 km             ,                  Valencia             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-12-lounge-en-valencia.htm?id=6595017
2063,283,                 Kia Niro  1.6 HEV Drive             ,17.500 €, Híbrido, 141 cv,                 39.000 km             ,                  Tarragona             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-kia-niro-16-hev-drive-en-tarragona.htm?id=6592791
2064,284,                 Kia Sportage  1.6 MHEV Business             ,25.900 €, Diesel, 136 cv,                 6.645 km             ,                  Alicante             ,                  2021             ,https://www.coches.com/km0/seminuevo-kia-sportage-16-mhev-business-4x2-136-en-alicante.htm?id=6590673
2065,285,                 Ford Fiesta  1.0 EcoBoost S/S ST             ,14.900 €, Gasolina, 100 cv,                 42.139 km             ,                  Madrid             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-fiesta-10-ecoboost-ss-st-line-100-en-madrid.htm?id=6588883
2066,286,                 Hyundai Tucson  1.6 GDI BD Klass 4x2             ,27.500 €, Gasolina, 132 cv,                 8.281 km             ,                  Alicante             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-tucson-16-gdi-bd-klass-4x2-en-alicante.htm?id=6583887
2067,287,                 Hyundai Tucson  1.6 TGDI 48V Maxx             ,28.500 €, Gasolina, 150 cv,                 9.363 km             ,                  Illes Balears             ,                  2020             ,https://www.coches.com/km0/seminuevo-hyundai-tucson-16-tgdi-48v-maxx-4x2-en-illes+balears.htm?id=6583159
2068,288,                 Mercedes Clase E 220d 9G-Tronic 194             ,49.890 €, Diesel, 194 cv,                 18.514 km             ,                  Malaga             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-220d-9g-tronic-194-en-malaga.htm?id=6580577
2069,289,                 Seat León  1.2 TSI S&S Style 110             ,14.300 €, Gasolina, 110 cv,                 40.000 km             ,                  Alicante             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-12-tsi-s_s-style-110-en-alicante.htm?id=6580283
2070,290,                 Peugeot 208  1.6 BlueHDi Active 75             ,11.500 €, Diesel, 75 cv,                 54.315 km             ,                  Malaga             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-208-16-bluehdi-active-75-en-malaga.htm?id=6575489
2071,291,                 Kia Sportage  1.6 MHEV Black             ,23.900 €, Diesel, 136 cv,                 0 km             ,                  Palencia             ,                  2022             ,https://www.coches.com/km0/seminuevo-kia-sportage-16-mhev-black-edition-4x2-136-en-palencia.htm?id=6574627
2072,292,                 Kia Stonic  1.2 DPi Concept             ,13.200 €, Gasolina, 84 cv,                 0 km             ,                  Palencia             ,                  2022             ,https://www.coches.com/km0/seminuevo-kia-stonic-12-dpi-concept-en-palencia.htm?id=6574623
2073,293,                 Kia XCeed  1.0 T-GDi             ,16.900 €, Gasolina, 120 cv,                 0 km             ,                  Palencia             ,                  2022             ,https://www.coches.com/km0/seminuevo-kia-xceed-10-t-gdi-eco-dynamics-drive-en-palencia.htm?id=6574619
2074,294,                 Mini Mini  Cooper Aut.             ,25.985 €, Gasolina, 136 cv,                 5.838 km             ,                  Barcelona             ,                  2021             ,https://www.coches.com/km0/seminuevo-mini-mini-cooper-aut-en-barcelona.htm?id=6568495
2075,295,                 Mercedes Clase GLE 350d 4Matic Aut.             ,54.000 €, Diesel, 258 cv,                 49.000 km             ,                  Murcia             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gle-gle-350d-4matic-aut-en-murcia.htm?id=6565941
2076,296,                 Toyota RAV-4  150D Advance AWD             ,18.000 €, Diesel, 150 cv,                 110.000 km             ,                  Murcia             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-rav-4-150d-advance-awd-en-murcia.htm?id=6565921
2077,297,                 Mercedes Clase GLA 200d Urban             ,27.000 €, Diesel, 136 cv,                 82.000 km             ,                  Murcia             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gla-gla-200d-urban-en-murcia.htm?id=6565911
2078,298,                 Citroen C4  Grand Picasso             ,19.000 €, Diesel, 120 cv,                 69.000 km             ,                  Murcia             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4-grand-picasso-16bluehdi-feel-eat6-120-en-murcia.htm?id=6565899
2079,299,                 Bmw X5  xDrive 30dA             ,25.990 €, Diesel, 245 cv,                 119.000 km             ,                  Vizcaya             ,                  2013             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x5-xdrive-30da-en-vizcaya.htm?id=6564507
2080,300,                 Mazda Mazda3  2.0 e-Skyactiv-G             ,21.900 €, Gasolina, 122 cv,                 42.661 km             ,                  Malaga             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-mazda-mazda3-20-e-skyactiv-g-zenith-safety-black-aut-90kw-en-malaga.htm?id=6561161
2081,301,                 Ford Fiesta  1.1 PFI GLP ST Line             ,14.850 €, Gasolina, 75 cv,                 11.500 km             ,"                  Coruña, A             ",                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-fiesta-11-pfi-glp-st-line-en-coruna+a.htm?id=6560455
2082,302,                 Ford Fiesta  1.1 Ti-VCT Trend             ,14.900 €, Gasolina, 75 cv,                 10.800 km             ,                  Cordoba             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-fiesta-11-ti-vct-trend-en-cordoba.htm?id=6559243
2083,303,                 Seat Ateca  2.0TDI CR S&S             ,29.990 €, Diesel, 150 cv,                 4.804 km             ,                  Madrid             ,                  2020             ,https://www.coches.com/km0/seminuevo-seat-ateca-20tdi-cr-s_s-xcellence-dsg-150-en-madrid.htm?id=6556243
2084,304,                 Bmw X1  sDrive 18d             ,31.500 €, Diesel, 150 cv,                 33.330 km             ,                  Barcelona             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x1-sdrive-18d-en-barcelona.htm?id=6553181
2085,305,                 Toyota Yaris  1.5 Active             ,13.490 €, Gasolina, 111 cv,                 54.678 km             ,                  Asturias             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-yaris-15-active-en-asturias.htm?id=6552799
2086,306,                 Citroen C4  1.5 BlueHDI S&S             ,23.700 €, Diesel, 130 cv,                 8.380 km             ,                  Madrid             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-shine-eat8-130-en-madrid.htm?id=6552215
2087,307,                 Peugeot 2008  1.6 BlueHDI Style 100             ,12.900 €, Diesel, 100 cv,                 110.000 km             ,                  Pontevedra             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-2008-16-bluehdi-style-100-en-pontevedra.htm?id=6552037
2088,308,                 Kia Niro E- Emotion             ,30.000 €, Eléctrico, 136 cv,                 4.775 km             ,                  Alicante             ,                  2020             ,https://www.coches.com/km0/seminuevo-kia-niro-e--emotion-en-alicante.htm?id=6547387
2089,309,                 Jaguar F-Pace  2.0D l4 MHEV             ,67.900 €, Diesel, 204 cv,                 18.692 km             ,                  Cordoba             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-jaguar-f-pace-20d-l4-mhev-standard-se-aut-awd-204-en-cordoba.htm?id=6537347
2090,310,                 Renault Mégane  1.3 TCe GPF Zen             ,21.500 €, Gasolina, 140 cv,                 4.100 km             ,                  Asturias             ,                  2021             ,https://www.coches.com/km0/seminuevo-renault-megane-13-tce-gpf-zen-103kw-en-asturias.htm?id=6536595
2091,311,                 Kia Sportage  1.6 GDi Concept Plus             ,18.990 €, Gasolina, 132 cv,                 20.305 km             ,                  Valencia             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-kia-sportage-16-gdi-concept-plus-4x2-en-valencia.htm?id=6535889
2092,312,                 Mercedes Clase GLC 220d 4Matic Aut.             ,32.990 €, Diesel, 170 cv,                 150.000 km             ,                  Badajoz             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+glc-glc-220d-4matic-aut-en-badajoz.htm?id=6534829
2093,313,                 Volkswagen Golf  1.6TDI Advance             ,14.990 €, Diesel, 115 cv,                 109.000 km             ,                  Badajoz             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-16tdi-advance-85kw-en-badajoz.htm?id=6534453
2094,314,                 Bmw Serie 1 116d             ,15.990 €, Diesel, 116 cv,                 120.000 km             ,                  Badajoz             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-116d-en-badajoz.htm?id=6528225
2095,315,                 Mercedes Clase GLA 200CDI AMG             ,19.995 €, Diesel, 136 cv,                 112.999 km             ,"                  Palmas, Las             ",                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gla-gla-200cdi-amg-line-en-palmas+las.htm?id=6524329
2096,316,                 Bmw Serie 1 116d             ,28.950 €, Diesel, 116 cv,                 7.000 km             ,"                  Palmas, Las             ",                  2020             ,https://www.coches.com/km0/seminuevo-bmw-serie+1-116d-en-palmas+las.htm?id=6521165
2097,317,                 Seat Ibiza  1.0 EcoTSI S&S Style             ,12.450 €, Gasolina, 95 cv,                 82.040 km             ,                  Valencia             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-10-ecotsi-s_s-style-95-en-valencia.htm?id=6520589
2098,318,                 Fiat 500  1.0 Hybrid Dolcevita             ,13.990 €, Gasolina, 70 cv,                 13.062 km             ,                  Madrid             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-10-hybrid-dolcevita-52kw-en-madrid.htm?id=6520063
2099,319,                 Volkswagen  2.0TDI BMT Sport 4M             ,19.752 €, Diesel, 190 cv,                 143.000 km             ,                  Badajoz             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-20tdi-bmt-sport-4m-dsg-140kw-en-badajoz.htm?id=6513739
2100,380,                 Porsche 911  Carrera S Cabriolet             ,177.000 €, Gasolina, 450 cv,                 11.500 km             ,                  Zaragoza             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-porsche-911-carrera-s-cabriolet-pdk-en-zaragoza.htm?id=6192331
2101,381,                 Volkswagen  2.0TDI Advance DSG             ,24.000 €, Diesel, 150 cv,                 89.000 km             ,                  Navarra             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-20tdi-advance-dsg-110kw-en-navarra.htm?id=6139114
2102,382,                 Renault Scénic Grand  dCi Limited             ,23.800 €, Diesel, 120 cv,                 101 km             ,                  Murcia             ,                  2020             ,https://www.coches.com/km0/seminuevo-renault-scenic-grand--dci-limited-blue-88kw-en-murcia.htm?id=6137104
2103,383,                 Peugeot 508  SW Hybrid 225 GT             ,36.900 €, Híbrido, 224 cv,                 26.000 km             ,                  Madrid             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-508-sw-hybrid-225-gt-e-eat8-en-madrid.htm?id=6098248
2104,384,                 Mercedes Clase CLA 180             ,24.900 €, Gasolina, 122 cv,                 128.488 km             ,                  Sevilla             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+cla-cla-180-en-sevilla.htm?id=6076240
2105,385,                 Mercedes Clase CLA 35 AMG 4Matic+             ,72.400 €, Gasolina, 306 cv,                 0 km             ,                  Sevilla             ,                  2022             ,https://www.coches.com/km0/seminuevo-mercedes-clase+cla-cla-35-amg-4matic+-7g-dct-en-sevilla.htm?id=6055960
2106,386,                 Audi Q2  35 TFSI Design S             ,28.900 €, Gasolina, 150 cv,                 46.090 km             ,                  Valencia             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-q2-35-tfsi-design-s-tronic-110kw-en-valencia.htm?id=6041470
2107,387,                 Mercedes Clase A 180d 7G-DCT             ,39.400 €, Diesel, 116 cv,                 0 km             ,                  Sevilla             ,                  2022             ,https://www.coches.com/km0/seminuevo-mercedes-clase+a-a-180d-7g-dct-en-sevilla.htm?id=6040162
2108,388,                 Nissan Juke  1.5dCi Acenta 4x2             ,15.800 €, Diesel, 110 cv,                 79.200 km             ,                  Huelva             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-juke-15dci-acenta-4x2-en-huelva.htm?id=6033262
2109,389,                 Mercedes Clase GLA 200 7G-DCT             ,45.300 €, Gasolina, 163 cv,                 0 km             ,                  Sevilla             ,                  2022             ,https://www.coches.com/km0/seminuevo-mercedes-clase+gla-gla-200-7g-dct-en-sevilla.htm?id=6027258
2110,390,                 Peugeot Partner  Tepee 1.6BlueHDI             ,15.900 €, Diesel, 75 cv,                 90.640 km             ,                  Valencia             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-partner-tepee-16bluehdi-access-75-en-valencia.htm?id=5936535
2111,391,                 Skoda Superb  Combi 1.5 TSI Style             ,26.000 €, Gasolina, 150 cv,                 19.369 km             ,                  Madrid             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-skoda-superb-combi-15-tsi-style-dsg7-110kw-en-madrid.htm?id=5896079
2112,392,                 Audi A4  40 TDI Advanced S             ,28.000 €, Diesel, 190 cv,                 16.487 km             ,                  Madrid             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a4-40-tdi-advanced-s-tronic-140kw-en-madrid.htm?id=5848443
2113,393,                 Audi A3  Sportback 30 g-tron S             ,21.990 €, Gasolina, 131 cv,                 14.100 km             ,                  Madrid             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sportback-30-g-tron-s-tronic-96kw-en-madrid.htm?id=5767859
2114,394,                 Bmw Serie 1 116d             ,28.500 €, Diesel, 116 cv,                 50.600 km             ,                  Toledo             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-116d-en-toledo.htm?id=5671249
2115,395,                 Honda Honda e  Advance Llantas 17             ,28.000 €, Eléctrico, 153 cv,                 9.800 km             ,                  Madrid             ,                  2020             ,https://www.coches.com/km0/seminuevo-honda-honda+e-advance-llantas-17-en-madrid.htm?id=5601154
2116,396,                 Honda Jazz  1.5 i-MMD Elegance             ,20.400 €, Híbrido, 109 cv,                 5.100 km             ,                  Madrid             ,                  2020             ,https://www.coches.com/km0/seminuevo-honda-jazz-15-i-mmd-elegance-en-madrid.htm?id=5586128
2117,397,                 Mercedes Clase S 350d 9G-Tronic             ,84.500 €, Diesel, 286 cv,                 2 km             ,                  Huelva             ,                  2021             ,https://www.coches.com/km0/seminuevo-mercedes-clase+s-s-350d-9g-tronic-en-huelva.htm?id=5381255
2118,398,                 Volkswagen Golf  2.0 TFSI GTI DSG             ,8.900 €, Gasolina, 200 cv,                 260.000 km             ,"                  Coruña, A             ",                  2007             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-20-tfsi-gti-dsg-en-coruna+a.htm?id=6846777
2119,399,                 Volkswagen  Furgón Maxi 2.0TDI             ,15.500 €, Diesel, 102 cv,                 170.000 km             ,                  Madrid             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-caddy-furgon-maxi-20tdi-business-75kw-en-madrid.htm?id=6846241
2120,460,                 Mercedes Clase GLA 200d AMG Line             ,22.900 €, Diesel, 136 cv,                 113.000 km             ,                  Valencia             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gla-gla-200d-amg-line-en-valencia.htm?id=6736323
2121,461,                 Kia Sportage  1.6 GDi Concept Plus             ,17.500 €, Gasolina, 132 cv,                 89.438 km             ,"                  Palmas, Las             ",                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-kia-sportage-16-gdi-concept-plus-4x2-132-en-palmas+las.htm?id=6730866
2122,462,                 Volvo V40  T2 Momentum Aut.             ,17.200 €, Gasolina, 122 cv,                 39.000 km             ,                  Badajoz             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-volvo-v40-t2-momentum-aut-en-badajoz.htm?id=6727166
2123,463,                 Citroen C4 G.Picasso 1.6BlueHDi             ,14.400 €, Diesel, 120 cv,                 148.000 km             ,                  Badajoz             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4-gpicasso-16bluehdi-s_s-feel-ed-eat6-120-en-badajoz.htm?id=6727124
2124,464,                 Audi A4  Avant 2.0TDI Sport             ,21.400 €, Diesel, 150 cv,                 143.000 km             ,                  Badajoz             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a4-avant-20tdi-sport-edition-s-tronic-110kw-en-badajoz.htm?id=6726950
2125,465,                 Opel Corsa  1.4 GLP Selective 90             ,9.900 €, Gasolina, 90 cv,                 84.977 km             ,                  Barcelona             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-corsa-14-glp-selective-90-en-barcelona.htm?id=6722786
